ano,id_inscrito,responsavel,nome_responsavel,titulo_livro,isbn,genero_livro,nome_pais_primeira_edicao,tipo_publicacao,autor_nome,autor_genero,autor_idade,autor_nome_pais,autor_nacionalidade,autor_indicador_atividade_economica_principal,autor_educacao_formal,autor_indicador_publicacao_outras_obras,autor_quantidade_obras_publicadas,editora_nome,editora_pais_origem,editora_local_sede,editora_ano_criacao,editora_linha_predominante,editora_canal_distribuicao,editora_tiragem_edicao,editora_financiamento_edicao,editora_grupo_financiamento,editora_site,indicador_outras_edicoes,outras_edicoes_nome_editora,outras_edicoes_ano_publicacao,outras_edicoes_nome_pais,indicador_semifinalista,indicador_finalista,indicador_vencedor
2018,,,,Mulheres sagradas,,Conto,Brasil,,Aidil Araujo Lima,,,,Brasileira,,,,,Postuário,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,A agonia dançando,,Romance,Brasil,,Alexandre Cortez Fernandes,,,,Brasileira,,,,,AMZ Editora,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,Proscrito,,Romance,Brasil,,Miranda Mhuir Pseudonimo,,,,Brasileira,,,,,Simplissimo,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,"Se unem, mas nem sempre se sentem",,Poesia,Brasil,,Ana Paula Torquato,,,,Brasileira,,,,,Motres / Clube de Autores,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,No caminho do nada ,,Romance,Brasil,,Leandro Marcal,,,,Brasileira,,,,,Kazua,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,Sem você ,,Romance,Brasil,,Vitor Seravalli,,,,Brasileira,,,,,Kazua,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,A chapada,,Romance,Alemanha,,Maria Flores,,,,"Alemã, Brasileira",,,,,Itrados,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,"Na outra margem, o Leviatã",,Conto,Brasil,,Cristhiano Aguiar,,,,Brasileira,,,,,Lote 42,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,Ironias do tempo,,Crônica,Brasil,,Luis Fernando Verissimo,,,,Brasileira,,,,,Objetiva,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,Consoante as estevas,,Poesia,Portugal,,Luis Filipe Pereira,,,,Portuguesa,,,,,Coisas de Ler,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,O nada que sou,,Poesia,Brasil,,J Augusto,,,,Brasileira,,,,,Jogo de Palavras,,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Os engenheiros cósmicos no país da Transamazônica,,Conto,Brasil,,Sergio Feitoza Costa,,,,,,,,,CBJ,,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Viajantes do abismo,,Romance,Brasil,,Nikelen Witter,,,,,,,,,Avez,,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Poesia reunida (2014-2018),,Poesia,Brasil,,Ana Paula Arendt,,,,,,,,,Só Livro Bom,,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Poesia para a alma,,Poesia,Brasil,,Andreia Menezes,,,,,,,,,Courier Brasil,,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Ágora,,Poesia,Portugal,,Ana Luísa Amaral,,,,,,,,,Assírio & Alvim,,-,,,,,,,,,,,,Não,Não,Não
2015,,,,Entranhamento,,Poesia,,,Bruna Escaleira,,,,,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2015,,,,Musa praguejadora: a vida de Gregório de Matos,,Romance,,,Ana Miranda,,,,,,,,,Record,Brasil,-,1942,,,,,,,,,,,Sim,Não,Não
2015,,,,Ossos da palavra,,Poesia,,,Mauricio De Macedo,,,,,,,,,7Letras,Brasil,-,1993,,,,,,,,,,,Não,Não,Não
2015,,,,Matar alguém,,Romance,,,Roger Franchini,,,,,,,,,Planeta,Brasil,-,,,,,,,,,,,,Não,Não,Não
2015,,,,Suicídio anacrônico,,Poesia,,,Ione Carla,,,,,,,,,Pinaúna,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2015,,,,Voos em descuido,,Poesia,,,Dilson Solidade Lima,,,,,,,,,Scortecci,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2015,,,,Corpos sem pressa,,Conto,,,Leonardo Brasiliense,,,,,,,,,Casa Verde,Brasil,-,2005,,,,,,,,,,,Não,Não,Não
2015,,,,Sérgio Y. vai à América,,Romance,,,Alexandre Vidal Porto,,,,,,,,,Grupo Companhia das Letras,Brasil,-,1986,,,,,,,,,,,Sim,Não,Não
2015,,,,Fios,,Poesia,,,Sônia Barros,,,,,,,,,Biblioteca Pública do Paraná,Brasil,-,,,,,,,,,,,,Sim,Não,Não
2016,,,,Caneca de café com versos,,Poesia,,,Marcia Pfleger,,,,,,,,,7Letras,Brasil,-,1993,,,,,,,,,,,Não,Não,Não
2016,,,,A última travessia com a bela do ray-ban,,Romance,,,Jose De Assis Freitas Filho,,,,,,,,,Penalux,Brasil,-,2012,,,,,,,,,,,Não,Não,Não
2016,,,,Coração liberto,,Conto,,,Raquel Maciel,,,,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2016,,,,Filopoesia,,Poesia,,,Rodrigo Prado Santiago,,,,,,,,,Clube de Autores,Brasil,-,,,,,,,,,,,,Não,Não,Não
2016,,,,Escuta,,Poesia,,,Eucanaã Ferraz,,,,,,,,,Grupo Companhia das Letras,Brasil,-,1986,,,,,,,,,,,Sim,Sim,Não
2016,,,,A realidade devia ser proibida,,Romance,,,Maria Clara Drummond,,,,,,,,,Grupo Companhia das Letras,Brasil,-,1986,,,,,,,,,,,Não,Não,Não
2017,,,,Luminios: a vitoria dos exilados,9788567581965,Romance,,,P C Palhares,,,Brasil,,,,,,CJA,Brasil,-,2011,,,,,,,,,,,Não,Não,Não
2017,,,,Como ser um idiota,9788583383116,Crônica,,,Silvio Pilau,,,Brasil,,,,,,Buqui,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2017,,,,Esbórnia e Farfonha - 2015,9788555650130,Romance,,,Alvaro Merlos Akinaga,,,Brasil,,,,,,Kazuá,Brasil,-,2003,,,,,,,,,,,Não,Não,Não
2017,,,,Não aceitamos visitas,9788583731283,Poesia,,,Rafael Albino,,,Brasil,,,,,,Laços,Brasil,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Com o daimon no contrafluxo,9788582973332,Poesia,,,Marcelo Ariel,,,Brasil,,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2017,,,,Que assim seja,9788555557035,Poesia,,,Luis Pimentel,,,Brasil,,,,,,Mondrongo,Brasil,-,2011,,,,,,,,,,,Não,Não,Não
2017,,,,Julia,9788555570407,Poesia,,,Marcos Luedy,,,Brasil,,,,,,Mondrongo,Brasil,-,2011,,,,,,,,,,,Não,Não,Não
2017,,,,No Domínio do Mal,9788569782285,Romance,,,L Matheus,,,Brasil,,,,,,PenDragon,Brasil,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Hora H - de Áries à Câncer (vol. 1),9788542807042,Romance,,,Edvaldo Felix Leal,,,Brasil,,,,,,Novo Século,Brasil,-,2001,,,,,,,,,,,Não,Não,Não
2017,,,,TREZE DE ABRIL: BREVIÁRIO SOBRE UM MOMENTO,B01MTV5YXS,Romance,,,Medellin Silva,,,Brasil,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2017,,,,Capa - Histórias Atormentadas,9788590000000,Conto,,,Ana Cristina Almeida Vilela,,,Brasil,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2017,,,,21 pequenos textos,9788592091019,Conto,,,Marcos Antonio Da Costa Alves,,,Brasil,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2017,,,,Na Eternidade Sempre é Domingo,9788580000000,Conto,,,Santiago Santos,,,Brasil,,,,,,Carlini & Caniato,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2018,,,,Outro lugar,,Romance,Brasil,,Luis S. Kraus,,,,Brasileira,,,,,Cepe,Brasil,-,2008,,,,,,,,,,,Não,Não,Não
2018,,,,Água salobra,,Crônica,Brasil,,Maria Bernadette Cunha De Lyra,,,,Brasileira,,,,,Cousa,Brasil,-,2009,,,,,,,,,,,Não,Não,Não
2018,,,,Um romance perigoso,,Romance,Brasil,,Flavio Carneiro,,,,Brasileira,,,,,Rocco,Brasil,-,1975,,,,,,,,,,,Não,Não,Não
2018,,,,Os dias são laranjas apodrecidas rolando a ladeira,,Poesia,Brasil,,Aldo Jr,,,,Brasileira,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2018,,,,Os novos moradores,,Romance,Brasil,,Francisco Azevedo,,,,Brasileira,,,,,Record,Brasil,-,1942,,,,,,,,,,,Sim,Não,Não
2018,,,,O mais difícil do capitalismo é encontrar o sítio onde pôr as bombas,,Poesia,Brasil,,Judite Canha Fernandes,,,,Brasileira,,,,,Urutau,Brasil,-,2015,,,,,,,,,,,Sim,Não,Não
2018,,,,Clowns cronópios silêncios,,Poesia,Brasil,,Diana Junkes,,,,Brasileira,,,,,Urutau,Brasil,-,2015,,,,,,,,,,,Não,Não,Não
2018,,,,Na quina das paredes,,Poesia,Brasil,,Bernardo Ceccantini,,,,Brasileira,,,,,7Letras,Brasil,-,1993,,,,,,,,,,,Sim,Não,Não
2018,,,,A raposa: versões de um novo olhar,,Romance,Brasil,,Valquiria Aquino,,,,Brasileira,,,,,Giostri,Brasil,-,2006,,,,,,,,,,,Não,Não,Não
2018,,,,Maçã atirada sem força,,Poesia,Brasil,,Helton Timoteo,,,,Brasileira,,,,,Penalux,Brasil,-,2012,,,,,,,,,,,Não,Não,Não
2018,,,,Informações irelevantes,,Crônica,Brasil,,Samuel Medeiros,,,,Brasileira,,,,,Penalux,Brasil,-,2012,,,,,,,,,,,Não,Não,Não
2018,,,,Chão arejado,,Poesia,Brasil,,Marcos Torres,,,,Brasileira,,,,,Penalux,Brasil,-,2012,,,,,,,,,,,Não,Não,Não
2018,,,,Tuiatã,,Romance,Brasil,,Hilda Simoes Lopes,,,,Brasileira,,,,,Libretos,Brasil,-,1998,,,,,,,,,,,Não,Não,Não
2018,,,,Insanidade lúcida,,Poesia,Brasil,,Anderson Gustavo Hoch Martins,,,,Brasileira,,,,,Scortecci,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2018,,,,Coisa perdida,,Conto,Brasil,,Adroaldo Mangueira Bastos,,,,Brasileira,,,,,Scortecci,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2018,,,,A visita do imperador,,Romance,Brasil,,Carlos Eugenio Soares De Lemos,,,,Brasileira,,,,,Autografia,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2018,,,,Anticorpo,,Poesia,Brasil,,Bruna Kalil Othero,,,,Brasileira,,,,,Letramento,Brasil,-,2013,,,,,,,,,,,Não,Não,Não
2018,,,,De mão em mão,,Poesia,Brasil,,Monica Mendes,,,,Brasileira,,,,,Quixote+Do,Brasil,-,2017,,,,,,,,,,,Não,Não,Não
2018,,,,Reencontos,,Conto,Brasil,,Frederico Moriarty Pseudonimo,,,,Brasileira,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2018,,,,Só para dizer que te amo,,Poesia,Brasil,,Neucivaldo Dos Santos Moreira,,,,Brasileira,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2018,,,,A terra nirvana,,Conto,Brasil,,K Valentina,,,,Brasileira,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2019,,,,Das tripas coração ,,Conto,Brasil,,Ezter Liu,,,,Brasileira,,,,,Cepe,Brasil,-,2008,,,,,,,,,,,Não,Não,Não
2019,,,,O futum das Birelas,,Poesia,Brasil,,Vinicius Comoti,,,,Brasileira,,,,,Kotter,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2019,,,,Graphophobia,,Poesia,Brasil,,Glauco Mattoso,,,,Brasileira,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Sim,Não,Não
2019,,,,Manual de incertezas,,Poesia,Brasil,,Nanda Barreto,,,,Brasileira,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2019,,,,"Mikrocosmos, opus 5",,Poesia,Brasil,,Diego Andrade De Carvalho,,,,Brasileira,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2019,,,,As coisas ,,Conto,Brasil,,Tobias Carvalho,,,,Brasileira,,,,,Record,Brasil,-,1942,,,,,,,,,,,Não,Não,Não
2019,,,,Recital das reticências,,Poesia,Brasil,,Armando Martinelli,,,,Brasileira,,,,,Urutau,Brasil,-,2015,,,,,,,,,,,Não,Não,Não
2019,,,,Miragem,,Poesia,Brasil,,Soraya Madeiro,,,,Brasileira,,,,,Moinhos,Brasil,-,2016,,,,,,,,,,,Não,Não,Não
2019,,,,Janelário,,Conto,Brasil,,Rodrigo Ornelas,,,,Brasileira,,,,,Penalux,Brasil,-,2012,,,,,,,,,,,Não,Não,Não
2019,,,,Traços poéticos,,Poesia,Brasil,,Maria De Lourdes Alba,,,,Brasileira,,,,,Labrador,Brasil,-,2016,,,,,,,,,,,Não,Não,Não
2019,,,,Diário de uma sonhadora,,Poesia,Brasil,,Ayumi Marchi,,,,Brasileira,,,,,Labrador,Brasil,-,2016,,,,,,,,,,,Não,Não,Não
2019,,,,Ao apagar das luzes,,Romance,Brasil,,Reinaldo Junior,,,,Brasileira,,,,,Multifoco,Brasil,-,2008,,,,,,,,,,,Não,Não,Não
2019,,,,Provisório,,Romance,Brasil,,Isadora Urbano,,,,Brasileira,,,,,Letramento,Brasil,-,2013,,,,,,,,,,,Não,Não,Não
2019,,,,Poeirópolis,,Romance,Brasil,,Ricardo Righi,,,,Brasileira,,,,,Quixote+Do,Brasil,-,2017,,,,,,,,,,,Não,Não,Não
2019,,,,Entre os bosques e as alamedas,,Poesia,Brasil,,Anabel Mendonca De Souza,,,,Brasileira,,,,,Ibis Libris,Brasil,-,2000,,,,,,,,,,,Não,Não,Não
2019,,,,Constelações,,Poesia,Brasil,,Bruno Borin Boccia,,,,Brasileira,,,,,Desconcertos,Brasil,-,2018,,,,,,,,,,,Não,Não,Não
2019,,,,Res piração boca a boca,,Poesia,Brasil,,Diego Pereira,,,,Brasileira,,,,,Desconcertos,Brasil,-,2018,,,,,,,,,,,Não,Não,Não
2019,,,,Os amores de Giovana,,Romance,Brasil,,Ladimir Luiz Marchioretto,,,,Brasileira,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2019,,,,Mistério Espiritual,,Poesia,Portugal,,Micael Pinto De Almeida,,,,Brasileira,,,,,Ases da Literatura,Brasil,-,2000,,,,,,,,,,,Não,Não,Não
2019,,,,Plágio: do concreto ao imaginário,,Poesia,Brasil,,Uraci Micael,,,,Brasileira,,,,,Poesias Escolhidas,Brasil,-,2022,,,,,,,,,,,Não,Não,Não
2020,,,,Benet ,,Conto,Brasil,,Cristina Cattoi,,,,,,,,,AGE,Brasil,-,1976,,,,,,,,,,,Não,Não,Não
2020,,,,Retrato agridoce,,Poesia,Brasil,,Felipe Guisoli,,,,,,,,,Crivo,Brasil,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Felina - Guerra contra um inimigo oculto ,,Dramaturgia,Brasil,,Gabbe C V,,,,,,,,,Drago,Brasil,-,2014,,,,,,,,,,,Não,Não,Não
2020,,,,Em poucas palavras,,Conto,Brasil,,Jose Fabio Da Silva,,,,,,,,,Kelps,Brasil,-,1982,,,,,,,,,,,Não,Não,Não
2020,,,,Aurora,,Conto,Brasil,,Thiago De Castro,,,,,,,,,Kazuá,Brasil,-,2003,,,,,,,,,,,Não,Não,Não
2020,,,,BR cento e tantas,,Poesia,Brasil,,Roni Reis,,,,,,,,,Kazuá,Brasil,-,2003,,,,,,,,,,,Não,Não,Não
2020,,,,Três maneiras de gritar em silêncio,,Poesia,Brasil,,Felipe Vieira De Galisteo,,,,,,,,,Kotter,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2020,,,,Morre como em um vórtice de sombra,,Poesia,Brasil,,Daniel Osiecki,,,,,,,,,Kotter,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2020,,,,Um cego em Buenos Aires,,Romance,Brasil,,Henry Bugalho,,,,,,,,,Kotter,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2020,,,,O outro lado,,Romance,Brasil,,Caroline Santana,,,,,,,,,Motres,Brasil,-,2016,,,,,,,,,,,Não,Não,Não
2020,,,,O fim do mundo já passou,,Conto,Brasil,,Ricardo Rodrigues,,,,,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2020,,,,Baseado em fantasmas reais,,Romance,Brasil,,Rafael De Oliveira Fernandes,,,,,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2020,,,,Ter a escrita,,Crônica,Brasil,,Andressa Barichello,,,,,,,,,Patuá,Brasil,-,2010,,,,,,,,,,,Não,Não,Não
2020,,,,O corpo interminável,,Romance,Brasil,,Claudia Lage,,,,,,,,,Record,Brasil,-,1942,,,,,,,,,,,Não,Não,Não
2020,,,,Todo o mar,,Poesia,Brasil,,Ana Kiffer,,,,,,,,,Urutau,Brasil,-,2015,,,,,,,,,,,Não,Não,Não
2020,,,,Elefantes em isopor azul,,Poesia,Brasil,,Pollyanna Furtado,,,,,,,,,7Letras,Brasil,-,1993,,,,,,,,,,,Não,Não,Não
2020,,,,JLG,,Poesia,Brasil,,Franklin Alves Dassie,,,,,,,,,7Letras,Brasil,-,1993,,,,,,,,,,,Não,Não,Não
2020,,,,Geometrias de Cosmos,,Poesia,Brasil,,Rodrigo Suzuki Cintra,,,,,,,,,Ateliê,Brasil,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Apenas por nós choramos,,Poesia,Brasil,,Ana Mariano,,,,,,,,,Penalux,Brasil,-,2012,,,,,,,,,,,Não,Não,Não
2020,,,,A grande explosão,,Poesia,Brasil,,Marcelo Ribeiro,,,,,,,,,Penalux,Brasil,-,2012,,,,,,,,,,,Não,Não,Não
2020,,,,Cores sob nossas peles,,Conto,Brasil,,Noe Filho,,,,,,,,,Quimera,Brasil,-,,,,,,,,,,,,Não,Não,Não
2020,,,,A triste balada dos herculóides contra as leis terrenas,,Poesia,Brasil,,Odemir Tex Jr,,,,,,,,,Telucazu,Brasil,-,2013,,,,,,,,,,,Não,Não,Não
2020,,,,Muiraquitã,,Poesia,Brasil,,Luiz Eduardo Lopes,,,,,,,,,Viapampa,Brasil,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Cine Rio,,Romance,Brasil,,Diego Dill,,,,,,,,,Bestiário,Brasil,-,2002,,,,,,,,,,,Não,Não,Não
2020,,,,Três mulheres a dois,,Romance,Brasil,,Ester Mambrini,,,,,,,,,Bestiário,Brasil,-,2002,,,,,,,,,,,Não,Não,Não
2020,,,,O último cidadão do mato,,Romance,Brasil,,Harding Peixe,,,,,,,,,Pedregulho,Brasil,-,2013,,,,,,,,,,,Não,Não,Não
2020,,,,Terra de gigantes,,Romance,Brasil,,Rosemari F Cofroski,,,,,,,,,Planeta Azul,Brasil,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Vida a granel ,,Crônica,Brasil,,Cesar Magalhaes Borges,,,,,,,,,Reformatório,Brasil,-,2013,,,,,,,,,,,Não,Não,Não
2020,,,,Coágulo,,Poesia,Brasil,,Humberto Pio,,,,,,,,,Reformatório,Brasil,-,2013,,,,,,,,,,,Não,Não,Não
2020,,,,"Poemas de ressaca, juras de amor eterno e outras bobagens",,Poesia,Brasil,,Rui Sampaio,,,,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2020,,,,Contos II,,Conto,Portugal,,Luis Amorim,,,,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2020,,,,A guigui das rodas altas,,Crônica,Portugal,,Margarida Mendes Da Silva,,,,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2020,,,,Paralelo entre dimensões,,Romance,Brasil,,Fabio Silva Dos Santos,,,,,,,,,Autopublicação,Brasil,-,2020,,,,,,,,,,,Não,Não,Não
2016,,,,Corda sobre o abismo,,Romance,,,Marcelo Pereira Rodrigues,,,,,,,,,Chiado,Portugal,-,2022,,,,,,,,,,,Não,Não,Não
2016,,,,44 livro um,,Romance,,,M H Owl,,,,,,,,,Chiado,Portugal,-,2022,,,,,,,,,,,Não,Não,Não
2016,,,,Os assassinatos do professor de rumba,,Romance,,,Danilo Proenca Marques,,,,,,,,,Chiado,Portugal,-,2022,,,,,,,,,,,Não,Não,Não
2017,,,,Europa,9789896712921,Poesia,,,Rui Coias,,,Portugal,,,,,,Tinta-da-china,Portugal,-,2005,,,,,,,,,,,Não,Não,Não
2018,,,,Coração mais que perfeito,,Romance,Portugal,,Sergio Godinho,,,,Portuguesa,,,,,Quetzal,Portugal,-,1987,,,,,,,,,,,Não,Não,Não
2019,,,,Sobre o prumo das falésias,,Poesia,Portugal,,Rui Miguel Fragas,,,,Portuguesa,,,,,Labirinto,Portugal,-,2000,,,,,,,,,,,Não,Não,Não
2020,,,,Poemas de amor: rimando por dentro,,Poesia,Portugal,,Jw Amor,,,,,,,,,Chiado,Portugal,-,2022,,,,,,,,,,,Não,Não,Não
2020,,,,O apóstolo e a sereia do sertão ,,Romance,Brasil,,Ricardo Prado Pupo Nogueira,,,,,,,,,Chiado,Portugal,-,2022,,,,,,,,,,,Não,Não,Não
2020,,,,O avesso do arquipélago,,Poesia,Portugal,,Beatriz H Ramos Amaral,,,,,,,,,In-Finita,Portugal,-,,,,,,,,,,,,Não,Não,Não
2020,,,,Doutrina com fabulações,,Poesia,Portugal,,Lopito Feijo,,,,,,,,,Perfil Criativo,Portugal,-,,,,,,,,,,,,Não,Não,Não
2015,,,,Existe e está aqui e então acaba,,Romance,,,Roberto Taddei,,,,,,,,,Dobra,,-,,,,,,,,,,,,Não,Não,Não
2015,,,,Naveganças em três linhas,,Poesia,,,Tarcisio Bregalda,,,,,,,,,Adonis,,-,,,,,,,,,,,,Não,Não,Não
2015,,,,"Angel, brisas & poesias",,Poesia,,,Clecia Santos,,,,,,,,,Offset,,-,,,,,,,,,,,,Não,Não,Não
2015,,,,A regra: o homem que nunca existiu,,Romance,,,J Marins,,,,,,,,,Oitava Rima,,-,,,,,,,,,,,,Não,Não,Não
2015,,,,A primavera da pontuação,,Romance,,,Vitor Ramil,,,,,,,,,Cosac & Naify,,-,,,,,,,,,,,,Não,Não,Não
2015,,,,2.99,,Conto,,,Marcio Renato Dos Santos,,,,,,,,,Tulipas Negras,,-,,,,,,,,,,,,Não,Não,Não
2015,,,,Pensamentos: sentimentos traduzidos em palavras,,Poesia,,,Nathalia Nascimento,,,,,,,,,Livre Expressão,,-,,,,,,,,,,,,Não,Não,Não
2016,,,,Com os dentes na esquina,,Poesia,,,Reynaldo Damazio,,,,,,,,,Dobradura,,-,,,,,,,,,,,,Não,Não,Não
2016,,,,Versos de princesa prometida ,,Poesia,,,Michelle Carvalho,,,,,,,,,Quartica Premium,,-,,,,,,,,,,,,Não,Não,Não
2016,,,,"Vai, Brasil",,Crônica,,,Alexandra Lucas Coelho,,,,,,,,,Tinta-da-china Brasil,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,FELIZES POUCOS - ONZE CONTOS E UM CURINGA,9788570000000,Conto,,,Maria José Silveira,,,Brasil,,,,,,ZLF,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,O Resgate da Simplicidade,9788569790075,Poesia,,,Pedro Henrique,,,Brasil,,,,,,Enkla,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Insubordinação mental,9788570000000,Poesia,,,Claudio Leal,,,Brasil,,,,,,Dowslley,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,SER UM CARTÃO POSTAL À PORTA DE SUA CASA,9788570000000,Romance,,,Ana Maria Carneiro Pereira De Souza,,,Brasil,,,,,,Capitolina,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Mais uma dose - ISBN,9788564509375,Poesia,,,Daniela Dias,,,Brasil,,,,,,Gráfica JEP,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Dia Vermelho,9788555220838,Romance,,,Valdeci Santana,,,Brasil,,,,,,Polo Printer,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Lambe Lambe,9788555640179,Conto,,,Sergio Fantini,,,Brasil,,,,,,Jovens Escribas,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Miss Tattoo,9788566505757,Conto,,,Luiz Roberto Guedes,,,Brasil,,,,,,Jovens Escribas,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Até Que o Amor me Mate,9789897414886,Romance,,,Maria Joao Lopo De Carvalho,,,Portugal,,,,,,Oficina do Livro,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,A Escada de Istambul,9789897415937,Romance,,,Tiago Salazar,,,Portugal,,,,,,Oficina do Livro,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Sobre as vitórias que a história não conta - isbn do livro Sessenta e seis elos,9788575720509,Romance,,,Andre Luis Soares,,,Brasil,,,,,,Fundação Palmares,,-,,,,,,,,,,,,Não,Não,Não
2017,,,,Pelas Margens do Pará,9788555072413,Conto,,,Tiese Teixeira Junior,,,Brasil,,,,,,Prismas / Fragmentos,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,Chance,,Romance,Brasil,,Edson Jeremias Novaes,,,,Brasileira,,,,,Anjo,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,Tempo severo,,Romance,Brasil,,Jonatan Magella,,,,Brasileira,,,,,Esboço,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,A herdeira das estrelas,,Romance,Brasil,,Ana Lucia Santana,,,,Brasileira,,,,,Astronauta,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,Amáveis inimigos íntimos,,Romance,Brasil,,Luiz Carlos Dutra Freitas,,,,Brasileira,,,,,Selo Jovem,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,Pobres poemas - da imaginação à vida,,Poesia,Brasil,,Andre Rodrigues,,,,Brasileira,,,,,Bibliomundi,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,Flor de lótus,,Poesia,Brasil,,Rose Mary Das Chagas Machado,,,,Brasileira,,,,,Infographics,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,O livro das mãos,,Poesia,Portugal,,Gisela Gracias Ramos Rosa,,,,Moçambicana,,,,,Coisas de Ler,,-,,,,,,,,,,,,Sim,Não,Não
2018,,,,Psiu ,,Conto,Brasil,,Lucas Henrique De Oliveira,,,,Brasileira,,,,,Selo Talentos,,-,,,,,,,,,,,,Não,Não,Não
2018,,,,Poemas escuros,,Poesia,Brasil,,Joao Baptista Ayres Neves Neto,,,,Brasileira,,,,,Armazém de Quinquilharias e Utopias,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,Beirage,,Poesia,Brasil,,George De Paula Furlan,,,,Brasileira,,,,,Kazua,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,eu ti amu até o fim,,Romance,Brasil,,Claudio Renato Moraes Da Silva,,,,Brasileira,,,,,Gramma,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,Da terra do ouro branco,,Conto,Brasil,,Josicleide Martins Vieira,,,,Brasileira,,,,,Linear B,,-,,,,,,,,,,,,Não,Não,Não
2019,,,,Salvação,,Romance,Portugal,,Ana Cristina Silva,,,,Portuguesa,,,,,Parsifal,,-,,,,,,,,,,,,Não,Não,Não
2020,,,,A trança,,Romance,Brasil,,Marta Vasconcelos,,,,,,,,,Rico,,-,,,,,,,,,,,,Não,Não,Não
